"Date","city","variable","type","value","seven_day_rolling_average","fourteen_day_rolling_average","diff_7","subtract_7","diff_14","subtract_14","seven_trend_direction","fourteen_trend_direction","thirty_days_ago","organism","category","cat2","numDaysDownward"
"2021-09-28","AA","N2","SOLID",2.68378063010502e-05,0.000170344459266568,0.00023443864335107,-0.429394546891728,-0.000128188368169004,1.72379984671802,0.000148368206261666,"-10% to -99%","100% to 999%",0.000314177506359773,"SARS-CoV-2",,,
"2021-09-28","FL","N1","SOLID",4.81012658227848e-05,0.000199509511038145,0.000366861066062795,-0.626535384671326,-0.0003347031100493,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-28","FL","N2","SOLID",0.000131645569620253,0.000186657771421224,0.000319621239500142,-0.58757384353598,-0.000265926936157836,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-28","YC","N1","SOLID",0.000171799027552674,0.000229705900268942,,,,,,"None","None",,"SARS-CoV-2",,,
"2021-09-28","YC","N2","SOLID",0.000210696920583468,0.000208291790517176,,,,,,"None","None",,"SARS-CoV-2",,,
"2021-09-29","AA","N1","SOLID",2.14094558429973e-05,0.000146014830212701,0.000243185705957491,-0.570994544949259,-0.000194341751489579,1.43477750436422,0.000143305653048511,"-10% to -99%","100% to 999%",0.000340356581702281,"SARS-CoV-2",,,
"2021-09-29","AA","N2","SOLID",3.74665477252453e-05,0.000128759627296313,0.000221468566828043,-0.590169172872398,-0.00018541787906346,1.23909444409829,0.000122558685017662,"-10% to -99%","100% to 999%",0.000314177506359773,"SARS-CoV-2",,,
"2021-09-29","JS","N1","SOLID",0.000608275862068965,0.000698974813127201,0.000838688466809543,-0.285595565986923,-0.000279427307364685,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-29","JS","N2","SOLID",0.000682758620689655,0.000643706941937367,0.000704287126637192,-0.15840704342281,-0.00012116036939965,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-30","AA","N1","INFLUENT",5.70054945054945e-05,8.64751052238762e-05,0.000101893472865751,-0.262861235066424,-3.083673528375e-05,-0.542034299444095,-0.000120598021021383,"-10% to -99%","-10% to -99%",0.000282317748939219,"SARS-CoV-2","low plateau","not hbg",22
"2021-09-30","AA","N1","SOLID",7.14893617021277e-05,0.000123328959537072,0.000222842145179184,-0.617412998187886,-0.000199026371284224,0.817632175261957,0.000100241902835285,"-10% to -99%","10% to 99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-09-30","AA","N2","INFLUENT",3.64010989010989e-05,0.000111085481198038,0.000103992312843146,0.146403116195758,1.41863367097834e-05,-0.541990688647084,-0.000123060522689744,"10% to 99%","-10% to -99%",0.00028574154086808,"SARS-CoV-2",,,
"2021-09-30","AA","N2","SOLID",7.53191489361702e-05,0.000114326856041789,0.000203648281065891,-0.609765604889298,-0.000178642850048205,0.768792544863935,8.85142131068038e-05,"-10% to -99%","10% to 99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-09-30","FL","N1","SOLID",0.000186489058039962,0.000180708130716354,0.00034584105372499,-0.646345726114038,-0.000330265846017274,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-30","FL","N2","SOLID",0.000156993339676499,0.000171477660897078,0.000296494390136376,-0.59318354127629,-0.000250033458478595,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-30","JS","N1","SOLID",0.00141570141570142,0.000793537958442226,0.000858906206415038,-0.141447700220398,-0.000130736495945624,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-30","JS","N2","SOLID",0.00133848133848134,0.000737442729282177,0.00073283754294271,0.0126475740818406,9.21037267893291e-06,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-09-30","YC","N1","SOLID",0.000171821305841924,0.00021740629366976,0.000248208677712345,-0.220796866252134,-6.16047680851691e-05,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-09-30","YC","N2","SOLID",0.000262886597938144,0.000212879985827021,0.000213170112805424,-0.00271832336267617,-5.80253956806835e-07,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-10-01","AA","N1","SOLID",8.36257309941521e-05,9.36692999866477e-05,0.000188137445577071,-0.668551143663921,-0.000188936291180847,0.235036519974897,3.58039375923071e-05,"-10% to -99%","10% to 99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-01","AA","N2","SOLID",8.01169590643275e-05,8.49953026784577e-05,0.000176925400417943,-0.68386250881621,-0.000183860195478971,0.278704582206339,3.85624017394936e-05,"-10% to -99%","10% to 99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-01","FL","N1","SOLID",0.000241379310344828,0.000138914224825085,0.000327866486191481,-0.731212875923144,-0.000377904522732793,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-10-01","FL","N2","SOLID",0.000257294429708223,0.000143592766886424,0.000279656616843109,-0.654592981693211,-0.000272127699913371,,,"-10% to -99%","None",,"SARS-CoV-2",,,
"2021-10-01","JS","N1","SOLID",0.00199522102747909,0.00100109323435212,0.000927572115157491,0.172170325992629,0.000147042238389256,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-01","JS","N2","SOLID",0.0019115890083632,0.000941876987750538,0.000799161697293108,0.434811704265005,0.00028543058091486,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-02","AA","N1","SOLID",0.000110671936758893,8.55959952401399e-05,0.000179027252207578,-0.68583842178643,-0.000186862513934877,0.133264168797626,2.10523888555294e-05,"-10% to -99%","10% to 99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-02","AA","N2","SOLID",0.00011133069828722,8.09041316050701e-05,0.00016915184447815,-0.685686593879126,-0.000176495425746159,0.192849475985179,2.73469915746042e-05,"-10% to -99%","10% to 99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-02","FL","N1","SOLID",0.000379647749510763,0.000180280503486239,0.000316848589364768,-0.602395515362325,-0.000273136171757058,-0.673230552207737,-0.000652790988342013,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-02","FL","N2","SOLID",0.000365949119373777,0.000179709999422662,0.000276588817863754,-0.518807034524482,-0.000193757636882186,-0.691180205069457,-0.000619042946693186,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-02","JS","N1","SOLID",0.000246648793565684,0.000841470464867346,0.000862437272886051,-0.0474682163506236,-4.19336160374107e-05,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-10-02","JS","N2","SOLID",0.000281501340482574,0.000812649455029528,0.000752486125213757,0.173801383446245,0.000120326659631542,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-02","YC","N1","INFLUENT",0.000282663316582915,0.000272894948507126,0.000248788937959693,0.214578035145514,4.82120210948651e-05,-0.0273887772818736,-7.00590806769529e-06,"10% to 99%","-9% to 9%",0.000283849245030585,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-02","YC","N2","INFLUENT",0.000451005025125628,0.000332106168951217,0.000272693698195967,0.557127989820527,0.000118824941510501,0.17574005260368,4.07600342945918e-05,"10% to 99%","10% to 99%",0.000332106168951217,"SARS-CoV-2",,,
"2021-10-03","AA","N1","SOLID",2.75283092541976e-05,5.61531367644437e-05,0.000151511818002553,-0.77254010934007,-0.00019071736247622,-0.151942267283056,-2.71456155157417e-05,"-10% to -99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-03","AA","N2","SOLID",2.75283092541976e-05,5.68974298929644e-05,0.000141636410273125,-0.748658943320795,-0.00016947796076032,-0.12832385671912,-2.08510127966669e-05,"-10% to -99%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-03","FL","N1","SOLID",0.000332446808510638,0.000210464380253754,0.000290579970766981,-0.432244671269034,-0.000160231181026453,-0.663295870980412,-0.000572432822135466,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-03","FL","N2","SOLID",0.000279255319148936,0.000204829554504147,0.000256968347180558,-0.337350943757148,-0.000104277585352821,-0.674827891049334,-0.000533284998992941,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-03","JS","N1","SOLID",0.00161375661375661,0.00100841265392935,0.000905873479760514,0.255283942077668,0.00020507834833767,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-03","JS","N2","SOLID",0.0016005291005291,0.000992218128377003,0.000811926662257199,0.570872133859322,0.000360582932239607,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-03","YC","N1","INFLUENT",0.000338215712383489,0.000275539678528984,0.000260180372259664,0.125473730842479,3.0718612538641e-05,0.0278634823296357,7.05300979128494e-06,"10% to 99%","-9% to 9%",0.000283849245030585,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-03","YC","N2","INFLUENT",0.000153129161118509,0.000314550005563474,0.00027332771873563,0.355203120314912,8.24445736556864e-05,0.209919090876206,4.74219364426257e-05,"10% to 99%","10% to 99%",0.000332106168951217,"SARS-CoV-2",,,
"2021-10-04","AA","N1","SOLID",0.00013438582980362,6.80759801755428e-05,0.000146589612753048,-0.697578859533647,-0.000157027265155009,-0.225104052844936,-4.25836734039307e-05,"-10% to -99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-04","AA","N2","SOLID",0.000132460531382364,7.0151428707225e-05,0.000137459729233717,-0.657410247149544,-0.000134616601052985,-0.20343339758772,-3.510553877707e-05,"-10% to -99%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-04","FL","N1","SOLID",0.000314685314685315,0.000229095276872422,0.00027296614587074,-0.276930200320497,-8.77417379966366e-05,-0.632365398349721,-0.000469526929170127,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-04","FL","N2","SOLID",0.000293706293706294,0.000229754324009239,0.000242169646769069,-0.0975338236409128,-2.48306455196587e-05,-0.638977084995692,-0.000428617820464635,"-10% to -99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-04","JS","N1","SOLID",0.00192411924119241,0.00120917109570949,0.000979175759563996,0.613991847507255,0.000459990672290992,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-04","JS","N2","SOLID",0.00188346883468835,0.00118379479105027,0.000911751900952242,0.850520738279921,0.000544085780196048,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-04","YC","N1","INFLUENT",0.000269182389937107,0.000270650149818701,0.000259738948766558,0.0877008384504228,2.18224021042846e-05,0.0264596516442561,6.6954430130784e-06,"-9% to 9%","-9% to 9%",0.000283849245030585,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-04","YC","N1","SOLID",0.000118320610687023,0.000228029803202757,0.000231280564400562,-0.0277213390536321,-6.50152239561012e-06,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-10-04","YC","N2","INFLUENT",0.000169811320754717,0.00030341915528168,0.00026992914847898,0.283286486029906,6.69800136054003e-05,0.162206477819825,3.76733887405398e-05,"10% to 99%","10% to 99%",0.000332106168951217,"SARS-CoV-2",,,
"2021-10-04","YC","N2","SOLID",0.000112977099236641,0.00021960041915596,0.000210711256599951,0.0880890925061327,1.77783251120182e-05,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-10-05","AA","N1","SOLID",0.000214183381088825,9.47562864921161e-05,0.000142324909471982,-0.501003087000114,-9.51372459597326e-05,-0.298340421707292,-6.05154904528504e-05,"-10% to -99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-05","AA","N2","SOLID",0.000171919770773639,9.08774236318805e-05,0.000130610941449224,-0.466507898036949,-7.94670356346873e-05,-0.300398320040869,-5.60823515926881e-05,"-10% to -99%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-05","FL","N1","INFLUENT",0.000602040816326531,0.000491764377893887,0.000413026229385495,0.471079604763644,0.000157476297016783,-0.455319802674479,-0.000345265023745294,"10% to 99%","-10% to -99%",0.00106782044493112,"SARS-CoV-2","lessthan8","lessthan8",24
"2021-10-05","FL","N1","SOLID",0.00195592286501377,0.00049409605313258,0.00038547661193523,0.784660486906349,0.0002172388823947,-0.46818133470051,-0.00033935054643115,"10% to 99%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-05","FL","N2","INFLUENT",0.000142857142857143,0.00025039916295805,0.000293242556220895,-0.254954979990423,-8.56867865256891e-05,-0.438719547723497,-0.000229210265771265,"-10% to -99%","-10% to -99%",0.000849993340513893,"SARS-CoV-2",,,
"2021-10-05","FL","N2","SOLID",0.00195592286501377,0.000491538133749679,0.000360093368708922,1.14975349013302,0.000262889530081514,-0.444050089115064,-0.000287614925974931,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-05","JS","N1","INFLUENT",0.000375634517766497,0.000569941777852828,0.000538609663215629,0.123530460691598,6.26642292743981e-05,0.0641290138501071,3.24589463331953e-05,"10% to 99%","-9% to 9%",0.000632554500665616,"SARS-CoV-2","lessthan8","lessthan8",1
"2021-10-05","JS","N1","SOLID",0.00270161290322581,0.00150076226528428,0.00110418274182904,1.12090932646307,0.000793159046910481,-0.0450165557405081,-5.20495975548532e-05,"100% to 999%","-9% to 9%",,"SARS-CoV-2",,,
"2021-10-05","JS","N2","INFLUENT",0.000685279187817259,0.000531321625652675,0.000493557924397427,0.165705045557226,7.55274025104952e-05,0.218949840059835,8.86537124462613e-05,"10% to 99%","10% to 99%",0.000531321625652675,"SARS-CoV-2",,,
"2021-10-05","JS","N2","SOLID",0.0026747311827957,0.00148186563228999,0.00105475218024284,1.36101688076192,0.000854226904094288,0.106524194778458,0.000101540144554803,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-05","YC","N1","INFLUENT",0.000465736040609137,0.000315388444787032,0.000282984486848448,0.258631092204619,6.48079158771691e-05,0.140183621805379,3.47924575677894e-05,"10% to 99%","10% to 99%",0.000315388444787032,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-05","YC","N2","INFLUENT",0.000223350253807107,0.000314609890719812,0.0002754349768426,0.331625357121409,7.83498277544235e-05,0.212069032353835,4.81913384933009e-05,"10% to 99%","10% to 99%",0.000332106168951217,"SARS-CoV-2",,,
"2021-10-06","AA","N1","INFLUENT",6.27035830618893e-05,7.56905060396821e-05,0.000101410794667007,-0.404626279598004,-5.14405772546493e-05,-0.52592532902791,-0.000112502330999597,"-10% to -99%","-10% to -99%",0.000282317748939219,"SARS-CoV-2","lessthan8","lessthan8",23
"2021-10-06","AA","N1","SOLID",0.000164498852333588,0.000115197628847915,0.000130606229530308,-0.211055283356457,-3.08172013647867e-05,-0.416016345323926,-9.30408340210737e-05,"-10% to -99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-06","AA","N2","INFLUENT",0.000192182410423453,0.00011495908575812,0.000110448455931562,0.0851561711694339,9.02125965311545e-06,-0.51413764693018,-0.000116876125266624,"-9% to 9%","-10% to -99%",0.00028574154086808,"SARS-CoV-2",,,
"2021-10-06","AA","N2","SOLID",0.000162968630451415,0.000108806292592762,0.000118782959944538,-0.154965769337254,-1.99533347035513e-05,-0.427551880724842,-8.87169967239238e-05,"-10% to -99%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-06","FL","N1","INFLUENT",0.000537735849056604,0.000559338333067795,0.00041801102446463,1.02158024127395,0.000282654617206329,-0.406145049015129,-0.000285883123039546,"100% to 999%","-10% to -99%",0.00106782044493112,"SARS-CoV-2","lessthan8","lessthan8",25
"2021-10-06","FL","N1","SOLID",0.000413793103448276,0.000546337744221936,0.000372923627630041,1.73840450702863,0.000346828233183791,-0.478226296330659,-0.000341799297284493,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-06","FL","N2","INFLUENT",0.000132075471698113,0.000256740991452949,0.000284819375627903,-0.179473219575907,-5.61567683499074e-05,-0.422825142842195,-0.000208652181727255,"-10% to -99%","-10% to -99%",0.000849993340513893,"SARS-CoV-2",,,
"2021-10-06","FL","N2","SOLID",0.000380877742946709,0.000527142729939173,0.000356900250680198,1.82411348815254,0.000340484958517948,-0.440601106221497,-0.000281106464473434,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-06","JS","N1","INFLUENT",0.00133206106870229,0.000699496480914811,0.00059683096503039,0.415510700158624,0.000205331031768842,0.162066794503812,8.32365934734355e-05,"10% to 99%","10% to 99%",0.000699496480914811,"SARS-CoV-2","lessthan8","lessthan8",2
"2021-10-06","JS","N1","SOLID",0.00265658747300216,0.00179337820970331,0.00124617651141526,1.56572651263322,0.00109440339657611,0.11062438989398,0.000124126137990434,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-06","JS","N2","INFLUENT",0.0017175572519084,0.000741057493672165,0.000586584457853613,0.714968537934269,0.000308946071637105,0.425306167203904,0.000175034665008511,"10% to 99%","10% to 99%",0.000741057493672165,"SARS-CoV-2",,,
"2021-10-06","JS","N2","SOLID",0.00248380129589633,0.0017391574430338,0.00119143219248558,1.70178450740247,0.00109545050109643,0.299887742157476,0.000274866743142923,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-06","YC","N1","INFLUENT",0.000430622009569378,0.000345326927357094,0.00029848231022701,0.372317966784412,9.36892342601675e-05,0.223741061951132,5.4572614371001e-05,"10% to 99%","10% to 99%",0.000345326927357094,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-06","YC","N1","SOLID",0.00044069431051109,0.000280909073406179,0.000258091889924494,0.193962061002349,4.56343669633699e-05,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-06","YC","N2","INFLUENT",0.000263157894736842,0.000336414401998008,0.000281693975402831,0.482174481411039,0.000109440853190354,0.281270430427591,6.18387686383832e-05,"10% to 99%","10% to 99%",0.000336414401998008,"SARS-CoV-2",,,
"2021-10-06","YC","N2","SOLID",0.000428158148505304,0.000270688809072841,0.000238571658444185,0.31113053397074,6.42343012573119e-05,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-07","AA","N1","INFLUENT",0.000170356111645813,8.64667023738206e-05,0.000107440195914505,-0.32665510397944,-4.19469870813681e-05,-0.44742348212821,-8.69947690896239e-05,"-10% to -99%","-10% to -99%",0.000282317748939219,"SARS-CoV-2","lessthan8","lessthan8",24
"2021-10-07","AA","N1","SOLID",0.000451232583065381,0.000169446660471237,0.000146387810004154,0.373940566005522,4.61177009341648e-05,-0.376110213939706,-8.82494821505325e-05,"10% to 99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-07","AA","N2","INFLUENT",8.75842155919153e-05,0.000117695020688153,0.00011178056801854,0.111734574374805,1.18289053392264e-05,-0.449062926624831,-9.11111476065247e-05,"10% to 99%","-10% to -99%",0.00028574154086808,"SARS-CoV-2",,,
"2021-10-07","AA","N2","SOLID",0.000439442658092176,0.000160823936757906,0.000137575396399847,0.406703047087391,4.64970807161169e-05,-0.350272473143454,-7.41678201227037e-05,"10% to 99%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-07","FL","N1","INFLUENT",0.00045,0.000592099705773301,0.000442217373670979,1.02541475218339,0.000299764664204645,-0.324162086824927,-0.000212107228500939,"100% to 999%","-10% to -99%",0.00106782044493112,"SARS-CoV-2","lessthan8","lessthan8",26
"2021-10-07","FL","N1","SOLID",0.000631578947368421,0.000609922014126002,0.000395315072421178,2.37517748486568,0.000429213883409648,-0.427671034355408,-0.000295397954790279,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-07","FL","N2","INFLUENT",0.0002125,0.000255174750431401,0.000281101499588598,-0.168888362964044,-5.18534983143946e-05,-0.281626346510496,-0.000110201129931772,"-10% to -99%","-10% to -99%",0.000849993340513893,"SARS-CoV-2",,,
"2021-10-07","FL","N2","SOLID",0.000631578947368421,0.000594940673895161,0.00038320916739612,2.4694937566955,0.000423463012998083,-0.374847311392573,-0.000229775747136914,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-07","JS","N1","SOLID",0.00277676950998185,0.00198781650888623,0.00139067723366423,1.5050049436683,0.001194278550444,0.321559531538008,0.00033837712876787,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-07","JS","N2","SOLID",0.00272232304900181,0.00193684911596529,0.00133714592262374,1.6264400461994,0.00119940638668312,0.563289946189775,0.000481804963076994,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-07","YC","N1","INFLUENT",0.000575250836120401,0.000375338684042031,0.000326099362832458,0.355698286548999,9.8478642419145e-05,0.409520677722894,9.47445711033453e-05,"10% to 99%","10% to 99%",0.000375338684042031,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-07","YC","N1","SOLID",0.000335016835016835,0.000266843422001472,0.000267636743219347,-0.00591082239270584,-1.58664243575101e-06,,,"-9% to 9%","None",,"SARS-CoV-2",,,
"2021-10-07","YC","N2","INFLUENT",0.000557413600891862,0.000319736730215304,0.000310155224814103,0.063754778161683,1.91630108024016e-05,0.44814222696443,9.59806644435759e-05,"-9% to 9%","10% to 99%",0.000336414401998008,"SARS-CoV-2",,,
"2021-10-07","YC","N2","SOLID",0.000335016835016835,0.00027072493571841,0.000250100638723165,0.179750965523911,4.12485939904887e-05,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-08","AA","N1","INFLUENT",5.84192439862543e-05,8.661300244502e-05,9.92687996316436e-05,-0.22614863124632,-2.53115943732473e-05,-0.444443174293362,-7.94146311863993e-05,"-10% to -99%","-10% to -99%",0.000282317748939219,"SARS-CoV-2","lessthan8","lessthan8",25
"2021-10-08","AA","N1","SOLID",0.000169246646026832,0.00018167821976162,0.000137673759874134,0.939570593433678,8.80089197749718e-05,-0.453922121186669,-0.000114440023187926,"10% to 99%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-08","AA","N2","INFLUENT",0.000132302405498282,0.000111997445693111,0.000108047614240613,0.0758869468053515,7.8996629049967e-06,-0.432839491818813,-8.24586228510849e-05,"-9% to 9%","-10% to -99%",0.00028574154086808,"SARS-CoV-2",,,
"2021-10-08","AA","N2","SOLID",0.00016047471620227,0.00017230361634904,0.000128649459513749,1.02721339790829,8.73083136705825e-05,-0.435890189749271,-9.94080164882519e-05,"100% to 999%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-08","FL","N1","INFLUENT",0.000767441860465116,0.000526139019173079,0.000470867747013961,0.265985279006146,0.000110542544318236,-0.262773202143205,-0.000167833597515062,"10% to 99%","-10% to -99%",0.00106782044493112,"SARS-CoV-2","lessthan8","lessthan8",27
"2021-10-08","FL","N1","SOLID",0.000144067796610169,0.000596020369306765,0.000367467297065925,3.29056397973102,0.00045710614448168,-0.433430242048755,-0.000281115321241681,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-08","FL","N2","INFLUENT",0.00101162790697674,0.000343145403809031,0.000329315374132199,0.0876746252711504,2.76600593536641e-05,-0.104942334625633,-3.86110588473561e-05,"-9% to 9%","-10% to -99%",0.000849993340513893,"SARS-CoV-2",,,
"2021-10-08","FL","N2","SOLID",0.000136652542372881,0.000577706118561541,0.000360649442723982,3.02322575912535,0.000434113351675117,-0.370780745717191,-0.000212520307357894,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-08","JS","N1","INFLUENT",0.00135748792270531,0.000843820152412395,0.000643268072291296,0.90600784099979,0.000401104160242199,0.195253858694779,0.000105082759094527,"10% to 99%","10% to 99%",0.000843820152412395,"SARS-CoV-2","lessthan8","lessthan8",3
"2021-10-08","JS","N1","SOLID",0.00143570536828964,0.00190788570043059,0.00145448946739136,0.905802211984109,0.000906792466078476,0.530375823699145,0.000504076212772867,"10% to 99%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-08","JS","N2","INFLUENT",0.000859903381642512,0.000831162738668714,0.000615374549023566,1.08005783771408,0.000431576379290295,0.427075649110058,0.000184160864305926,"100% to 999%","10% to 99%",0.000831162738668714,"SARS-CoV-2",,,
"2021-10-08","JS","N2","SOLID",0.00126092384519351,0.0018438969497982,0.00139288696877437,0.957683406409503,0.000902019962047658,0.856794001100443,0.000642729995007292,"10% to 99%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-08","YC","N1","INFLUENT",0.000592875318066158,0.000422077946181226,0.000344379276855817,0.582709556911068,0.000155397338650818,0.482935873512124,0.000112151246630745,"10% to 99%","10% to 99%",0.000422077946181226,"SARS-CoV-2","elevated growth","not hbg",0
"2021-10-08","YC","N1","SOLID",0.000434200157604413,0.000288971766568401,0.000242981781083436,0.466922851738511,9.19799709699285e-05,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-08","YC","N2","INFLUENT",0.000720101781170484,0.000362567005372164,0.000338077312998863,0.156190428209174,4.89793847466025e-05,0.582400581208985,0.000124428937856985,"10% to 99%","10% to 99%",0.000362567005372164,"SARS-CoV-2",,,
"2021-10-08","YC","N2","SOLID",0.000405831363278172,0.000293550625069276,0.000233447987430509,0.693443899256296,0.000120205275277533,,,"10% to 99%","None",,"SARS-CoV-2",,,
"2021-10-09","AA","N1","INFLUENT",0.000278993435448578,0.000112291368088545,0.000111444288923267,0.0153182737092825,1.69415833055581e-06,-0.344193257806075,-5.84903606511533e-05,"-9% to 9%","-10% to -99%",0.000282317748939219,"SARS-CoV-2","lessthan8","lessthan8",26
"2021-10-09","AA","N1","SOLID",0.000112748710390567,0.000181974901709001,0.000133785448474571,1.12597448278357,9.63789064688616e-05,-0.48573593606509,-0.000126363875300664,"100% to 999%","-10% to -99%",0.000340356581702281,"SARS-CoV-2",,,
"2021-10-09","AA","N2","INFLUENT",0.000227571115973742,0.000117847102729274,0.000118205132977414,-0.00603948542530651,-7.16060496278964e-07,-0.339987433102632,-6.08901432429776e-05,"-9% to 9%","-10% to -99%",0.00028574154086808,"SARS-CoV-2",,,
"2021-10-09","AA","N2","SOLID",0.000112748710390567,0.000172506189506661,0.000126705160555866,1.13222966595504,9.16020579015911e-05,-0.458869530754576,-0.00010744384371763,"100% to 999%","-10% to -99%",0.000314177506359773,"SARS-CoV-2",,,
"2021-10-09","FL","N1","INFLUENT",0.000902439024390244,0.000554048778790156,0.000484907509260323,0.332596843719932,0.000138282539059666,-0.0168199170441105,-8.29563598898778e-06,"10% to 99%","-9% to 9%",0.00106782044493112,"SARS-CoV-2","lessthan8","lessthan8",28
"2021-10-09","FL","N1","SOLID",0.000660714285714286,0.000636172731621553,0.000408226617553896,2.52879384802757,0.000455892228135314,-0.272535146705566,-0.000152936737218751,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-09","FL","N2","INFLUENT",0.00123170731707317,0.000471484544343293,0.000385081583054792,0.578568099568301,0.000172805922577002,0.32816413659163,9.51463465538285e-05,"10% to 99%","10% to 99%",0.000849993340513893,"SARS-CoV-2",,,
"2021-10-09","FL","N2","SOLID",0.000642857142857143,0.000617264407630593,0.000398487203526627,2.43478053315689,0.000437554408207932,-0.204116864245141,-0.000102198369046386,"100% to 999%","-10% to -99%",,"SARS-CoV-2",,,
"2021-10-09","JS","N1","SOLID",0.00122990004345937,0.00204835016470112,0.00144491031478423,1.43425081476156,0.00120687969983378,0.496657505596627,0.000479485486871961,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
"2021-10-09","JS","N2","SOLID",0.00119513255106475,0.00197441569416708,0.0013935325745983,1.42960317261929,0.00116176623913755,0.828130313507957,0.000631260561327933,"100% to 999%","10% to 99%",,"SARS-CoV-2",,,
